Token,Frequency
E Outline,1
2577dbb3bdb190cabb6a0af92a9bc123,1
532b1d5a31e0aa77ad9dc8b039d61d8e,1
HD audio player,1
Chrome_updat1.exe Chrome_updat1.exe ENABLE,1
6f6ec15f7d3a08d65a97676c3c0f6df1,1
"cb2dd565725fe97e68e71bd9f5634bac.exe.dll,DllMain",1
6230f7b47d9b0796f334a336313920ab,1
4f4f2db6b49d6b58dc01c72f00d94229,1
System.Management.ManagementObject::InvokeMethod,1
System.Windows.Forms.MessageBox::Show,1
System.Management.ManagementObject::GetMethodParameters,1
81d7e66958c47240312297ad89c1467c,1
Svchost.exe Svchost.exe ENABLE,1
57e081fa66a45ccecb5b0f477106be75,1
467b9e50e384ef4751d12bb2fb94d01f,1
1CwEr7,1
71e029eb7b6011ab829bc840e47271e5,1
5a7c53653a61e66db5bad86bf3d75aad,1
a4ce532255ffdeec9a3692992fb05848.exe a4ce532255ffdeec9a3692992fb05848.exe ENABLE,1
8e9d053e26ce17f2e1650291aebfb7c5,1
38ce67aa968b5de0783b164f1ef39bc5,1
62e6ab2e5b49665157258f8e9dc97985,1
9604b49ca3160fa37f9dfdf142a3a9b0,1
0ee8cc5530bdc74557ae723a85d5ee8a,1
1dbc0277a78a5b1fd360b4e138939d88,1
6fa0bbb966b946a5b12a30e95c480954,1
4d505f3db78db3e1d08d3891d97bf35e,1
9fd030dc90fb70f3e14c75f8296cb8b4,1
64d470d7a7be2ac6041e94a4e4990632,1
sc  stop uhssvc,1
275d1ef8ad316783425bea32d8a7cd4a,1
1db84e3fa28cfa4f59fe8cdaba620679,1
"timeout  4,104",1
"c timeout 4,104",1
K relinelox,1
1a98e2a3a1bd7b3d2b22c4c3347fe083,1
99cd7eb466303d7dc3384f6c3a6871db,1
69834f4c6e5826d419fb6ba2f085d12d,1
44hrKAVyvxZvjuGeIfBDuwy0Zzk9FR2a,1
6mwf7MlU53o03YN8PfWAt7B4K2CQjYWqZxmsBgfjVVrXncRcBR,1
28c158f42d7ee3b6746e0378ea6d9688,1
6556c845d0dec6390cdf00dfc20edf4a,1
8e57479c16d907f44db8c1574a6fa62f,1
3e4b966dbea143df9b7a2a5e87aa86ac,1
1c52e09925ef0fe8d6399d4908fa3977,1
42b6d201a8b6fe391fd60cc994a2640c,1
63ef79ecfa9dd413d810f8e86995cc01,1
Miry.Qua52 ; powershell.exe $cas,1
Windows Security,1
0430881549a26b77126e9f7f18ced314,1
Explorer.exe  Explorer.exe ENABLE,1
29a8be231368a40398323f40740975c3,1
"4b35832241ce2c4abc8a916b0e8fad3e.exe.dll,DllMain",1
89617ee4e9b0124ba58b83f30da35cb8,1
3c1b268e1255c28234bfb9ee06e2b4d7,1
"1d95245c40c4e73df0208c839932d135.exe.dll,DllMain",1
5bb3a495d77e60beef2eae96e293c9c4,1
TC IconsPack v4,1
18fe3c92cdad7c8bc5e505a4d6cd90a5.exe 18fe3c92cdad7c8bc5e505a4d6cd90a5.exe ENABLE,1
9653ae80fbc9f73dafc6f67a869b1470,1
"d7dc6a8846783d1cc1a9376a82b63157.exe.dll,DllMain",1
968e9a7dab4d1d7345f93dde8946bf71,1
5fca92093528e4cb5e39fa688b5f73e7,1
0bd30388298a840d17f618fb3c524df5,1
101287ec1768fd00608e8fcb90c51765,1
018757c10b3e4fdf5f7e7fda55d32d40,1
656d9abea52d6dfe94166dc917c81c5b,1
2b682c494d32c9b5ed7fa88b31e22103,1
6RHoR6LVzzezwu6iEjrLxYdAHRXCcmMIlUFOAkT,1
1n79y1,1
2H4447,1
797a73c9a43c788630b4181da3e6bb70,1
27a858e5300ce9b65a5865eb3967de3b,1
95ace3308978c4fad853c902fa8c28c1,1
02ba71e2fd253385d2f664b4caada210,1
6c68121ab496f325f069e45e93690302,1
3fd4462981e111318bcb095199b77110,1
im sql,1
net  stop DbxSvc,1
net  stop OracleXETNSListener,1
net  stop OracleServiceXE,1
net  stop AcrSch2Svc,1
net  stop AcronisAgent,1
net  stop Apache2,1
net  stop MSSQL$SQLEXPRESS,1
net  stop MongoDB,1
net  stop SQLAgent$SQLEXPRESS,1
net  stop CobianBackup11,1
net  stop cbVSCService11,1
net  stop QBCFMontorService,1
net  stop QBVSS,1
net1  stop DbxSvc,1
net1  stop OracleXETNSListener,1
net1  stop OracleServiceXE,1
net1  stop AcrSch2Svc,1
net1  stop AcronisAgent,1
net1  stop Apache2,1
net1  stop MSSQL$SQLEXPRESS,1
net1  stop MongoDB,1
net1  stop SQLAgent$SQLEXPRESS,1
net1  stop CobianBackup11,1
net1  stop cbVSCService11,1
net1  stop QBCFMontorService,1
net1  stop QBVSS,1
59a5f20b94e5133b1c893f9d51b150f7,1
5dab4ffab79e15c24e1fa3734015f6a9,1
20e3561f9295db94119dc45fd2555199,1
1fa543b8df98818763d570b9a0f391dc,1
6983a153b4982e5518b3bbd269ad4859,1
2e8db8d159a63297e2d0e9d190ddc8bc,1
13bbc99271516b9d2c6910a152808061,1
3eb62929e95f6f6971a60f08bf00151f,1
1c6082e19ab154f3e020ae5e6c70b691,1
im 1a5e81dbc36cebeb3c90af1777f1ef29,1
1a5e81dbc36cebeb3c90af1777f1ef29,1
6681e19d9b0ccdb6b87f04299642ed0b,1
8c6d2b5989df7a50088212e7a4d8ff65,1
"0681beb2a39907369e6f8d2842e84938.exe.dll,DllMain",1
4f50467074e840d8b56aa6f351d8b69f,1
40b1ad775ebd265c7d12e425b50b83fb,1
2eb425050ec0158da8302ed7c3c375ca,1
78bc59f669043de2fbb1274ad78bc7be,1
25092977dfc0ec03a6769da8d07b68bf,1
tmp7D3A.tmp.exe,1
8a741fc5-5c21-4907-ad24-c378e7103ff8,1
9Ks15UrBjXQh8,1
wwir.pif wnsph.mdk,1
59c683af92fe2b327726918fe8e9d635,1
20bb932f575a48887f79d2162cf0d5df,1
35fcac883778702cc6f9ccf286faad17,1
0c752710ba2ff9543e39fa67e3d58712,1
549023ed672865c4c90183c542d7b897,1
2918233f4e9c0ede6ce59e46a9dbad9a.exe 2918233f4e9c0ede6ce59e46a9dbad9a.exe ENABLE,1
2918233f4e9c0ede6ce59e46a9dbad9a,1
12b001d9dcd1d0d9e1fedb967bb6e3dd,1
"c timeout 4,373",1
"timeout  4,373",1
1a9df139ea7e7c2784b4996bf2d9c5b5,1
advapi32.dll.CreateServiceW,1
advapi32.dll.CreateProcessAsUserW,1
advapi32.dll.StartServiceW,1
102d0eacd7469108888387a737ff0070,1
10f812e59d3e8bd33942ed54b2357c43,1
lil bot,1
535e10a67a391fe25aa1d042cca95b9f,1
GameBarPresenceWriter.exe GameBarPresenceWriter.exe ENABLE,1
02601f9aff914995e4fbe9721000a0e6,1
1cb8fd5fb99589cbe0705cc6446d776b,1
93989ee2a756514d10e73cd362943edf,1
948244b6b1e646c65fb408acd6e3c3dc,1
5f57b9c56a1bf067a59b30b3724ed982,1
5b4b2c94f22541563fef628d4b2cacbd,1
e7fd7745c2f1df0aefd8d6d121333dce.exe e7fd7745c2f1df0aefd8d6d121333dce.exe ENABLE,1
74c6936d1244fc8783c5b0c1e92da3f9,1
6cb5cc8de6f2fdfdedf10bfdb492d122,1
4445ebf87c421dd0e6d51a69063cb083,1
26b622cb4ab9f2905f579e001d0c3438,1
8e507b2162c139dfcc73e24ce4fb879e,1
24aecbeb2d33f6ab1d82f3f8c4ec8895,1
11a7e8e4e07e205c26667eef578789df,1
0dbb6a954dd733dd0d27d0a2ea05ffe6,1
776edb0a56ac2a3da831eee6b56e55b1,1
7ba1d388c2290f82ba43aeb3d2cc3dfa,1
._cache_7936de662e05c677b538279971a98f41.exe,1
Windows Security Notification,1
65ad59fea4a8881876adbf10ec087a55,1
net.exe user a.monaldo helloworld,1
net1 user a,1
serverwarz.exe serverwarz.exe ENABLE,1
206fc8016deb4887f1f375ae44e98bd4,1
84abd56b4be6c4782f5bff80baf27153,1
70e1c3bc29d38bf16edb81e6245e6206,1
02e4faaa4c626ff1f1aac18244bdfed6,1
miccrosaft.exe miccrosaft.exe ENABLE,1
48291b2b042413f63f63e0b91e91cb93,1
8b7f392526aa6d06e277f31dd54b8691,1
"1e28542ac8e5af608cc925011cdaea79.exe.dll,DllMain",1
4eb131fa17092d0e418db36967226c49,1
01fdb09b82f59402700ddc25f88c160b,1
30bb2c60c2beb68eb92cdd3f12a92e9c,1
3163c8e2c91cbe01665f0c5ef36276a1,1
IconHost.exe IconHost.exe ENABLE,1
7acfcc46dd5bd2c94f8359e9a041c6fd,1
c82c04f38819d22dc08f003ec092b5a2.exe c82c04f38819d22dc08f003ec092b5a2.exe ENABLE,1
10d3af13fff5a0e871368a2d74b05db4,1
FTQTD.exe.bat,1
YHABOPM.exe.bat,1
QOVNJUT.exe.bat,1
WQE.exe.bat,1
CCSX.exe.bat,1
DPPIR.exe.bat,1
im fec5d94d0e5b72d03d5be24b603f045a,1
363d1f3f448407ddc4689c2e6eff04c4,1
76fc545084ca08dcc93e7b1954b7f60a,1
79299faad2ae63ac099cf4b34d14c9e7,1
My.RawFile.exe,1
124ca3a170175bf1d03ddbb2a157440b.9433.dll,1
8eba8c184ecaf1dc540c02cc3b62be37,1
93c233360b3d25afab7dbfd9bd462bc2,1
D4232F~1.EXE.bat,1
NET STOP SharedAccess,1
net1 STOP SharedAccess,1
108eb06c28245c7543eb5323be36d5fc,1
65249c271907c57eb32e1732c0f7c392,1
ping  8.8.8.8 -n 2,1
578bbfbd2ded7357161df7dab607c6a3,1
511e679f2fca1fda20d56a08a8dd1956,1
229b08e98349363203a887ed986b261a,1
85ad59eb2ab5c817e973768acdccda7c,1
7f19d32d18ab6866b50f868fc161ea0b,1
csrss.exe csrss.exe ENABLE,1
30572635298b4d8081c85d3506cb51e2,1
04f9004cee3baf04fac2203f5134fa11,1
Dark-loader,1
hydro spoofer,1
Dark-Spoofer.exe Dark-Spoofer.exe ENABLE,1
Dark-Spoofer,1
IM svchost,1
Token Stealer,1
2Q0510,1
3B05c,1
1Z46i3,1
6995f77409a666eeb59509e1bdbac4c9,1
1026e08585ff95d4e22a7dab6dce7f06,1
5f0fee4e82a28c581f6561fc50cb8cc3,1
0b1efe200b5355b1ac482a62f1aa2482,1
"716447008251036b9c7d796505b77ee5.8161.dll,DllMain",1
2bf67f50ebb355cb806a6753a2428255,1
6zRSeYMUoo,1
16bf70b8a53d852f05d3e9eb47d889e7,1
749dbf625e889d09910eb55e4e4b6f85,1
0762192333ad1a66e4784f33352aa1a0,1
71b6e7759c4aabf794e00355b2753c9a,1
833bd410eb57061585e872e57fcc7867,1
4440202813c83f2554c8f8c2e8b72c82,1
2c4e424fc3a8e088d7817723ae74c322,1
{4260FC8F-9241-4ED9-9771-563A4BFA304B},1
ST 05:15,1
ST 14:09,1
{E58AE131-2050-4DA6-80C3-E431A352E8BD},1
{8C5408EA-A686-482A-BE29-D210564BB8CA},1
ST 11:51,1
ST 18:15,1
{DE3A089E-6626-454B-B1F6-5F6BC77A8B3A},1
2a6961425ad0bd1d6bbc47e2b8f9a2e0,1
10f44d5ce8343fa010f9a895c9652e34,1
3c80f70c692d4e8d157b430e5d2c57ba,1
"154c9d12ad9fa6b37933728d48eaf702.exe.dll,DllMain",1
5ab8f726d56edf12ebded9212cd385b3,1
igfxCUIService.exe igfxCUIService.exe ENABLE,1
shutdown  -r -t 1,1
6de26680094eed041992527f112c7ac2,1
Slicer (7),1
Slicer (10),1
Slicer (4),1
Slicer (2),1
Slicer (3),1
Slicer (12),1
Slicer (9),1
Slicer (5),1
23fd6673faa8e2546269d82eeadc361f,1
16e3945b8fc12e972eead65991e009af.exe 16e3945b8fc12e972eead65991e009af.exe ENABLE,1
57d0c318b55173b8b0fbefc7cced8c71,1
6261483e003e9297915b349a1ba2dae7,1
5976ba03b04a07ca0fdc7c816b2330b8,1
"2ddc12676910f33db20ceb85bab8e527.exe.dll,DllMain",1
sc  stop dosvc,1
8FCE6Golsfde,1
sc  stop bits,1
42e4a21601d381f08448e9fda89c58f2,1
2da423622db15be6fa4763c0a38a09ee.exe 2da423622db15be6fa4763c0a38a09ee.exe ENABLE,1
459201d841dfa2c8cc166de9bdef4957,1
d25d57c1ef1850e33aa5ff3324dcd066.exe d25d57c1ef1850e33aa5ff3324dcd066.exe ENABLE,1
kernel32.dll.FreeLibraryAndExitThread,1
shell32.dll.ShellExecuteExA,1
3a1cca327b8617f39dfe0631125dad37,1
74f965ae2d3fef278630f1881d632201,1
"4b4fe5849461b4af4ad9a2ccf5edd2e2.exe.dll,DllMain",1
9e8325edf6ddcb46f7d12152a02c8f9f,1
6f383a4adb85141e6b3b6d3397a7f3bb,1
2427e59cc98ab3ea825e9525678d3dde.exe.dll,1
"cd9ecce735cd2137efb252860e305f97.27183.dll,DllMain",1
"53d53f56dd8fba41f1ecb0b71a42ec43.17268.dll,DllMain",1
53ed63d3d328c9a7eb7cb661b94190ca,1
95e08dd678ee9073cc64a18bc87495f4,1
3481aa58dedd12ade72ff8f0d62efc92,1
6f2740c08dedaf483d816e60ea902d7a,1
d375c63e76f581a6bff01153d8ad16a4.exe 48e81f50-8e5e-11ee-95a1-5240007f0005.exe,1
d375c63e76f581a6bff01153d8ad16a4.exe 3e8d0f70-8e5e-11ee-8b03-5240007f0005.exe,1
4298b410415acfb4487d6b6f2a250592,1
5ea83c0ad91d1fe37b7d2728e15e6031,1
43a644f08dd412e8c6071b5d9e797151,1
376540d0380cb7227db572c64cf9847e,1
"7efaa47d4ee209bde435c16ea96dd872.exe.dll,DllMain",1
Umbral Stealar,1
Umbral.builder.exe,1
google.exe google.exe ENABLE,1
Alternative Flash Playe.exe Alternative Flash Playe.exe ENABLE,1
chrome.exe chrome.exe ENABLE,1
Alternative Flash Playe,1
2dd024d895998d3bb92649afae44ea37,1
6bd917a8a2861af98540893345f3d14f,1
629738e3ce978f1a458f349b3bc1a685,1
7e0537ce5c00eb627503708292b1d0b6,1
d028f30d2f0a2cbe3ccf3c6b2945370e.exe d028f30d2f0a2cbe3ccf3c6b2945370e.exe ENABLE,1
7a34d04ce16d9a284e624dda3dce38d1,1
573e701eca89b32ede496ca763dad2e3,1
66f7bc753dd5f12b3c3040f226b14493,1
99631ea2a428f8f337c94bb90969d2f6,1
69d880ed628616d33db67d916e167d60,1
099bdc6fc169a33087feab18394170f9,1
"65942abe11e6b3e43bc203eed58edde4.exe.dll,DllMain",1
tn Eburin,1
Onimai Cracked by MaximsRu,1
6c76336bb38011f4a3816262c6d8ffb3,1
896d03733c18fde758c95a8d6c796dd0,1
tmp8796.tmpmvjclitr.exe,1
90df439ead0a0eb6834a37fba4309a4b,1
72d5aea813a10a7da693b6dcb81db727,1
991765ced1ba93651f8507f6c43bd6f1,1
1afee6c33aa57ea3a611283e52af465d,1
4b5yhBGf,1
018d3dce8fd7d404253416c89339f710,1
5a5041113d6109db6324225ab47b928d,1
13967d73d420283577acd3f83b1bf22e,1
._cache_7d26400a52f9961af01895d60665b443.exe,1
"4b7cf6eb5c6efa8d8801bc4000de06d0.exe.dll,DllMain",1
God know the rest OBFUS_protected,1
inferect (1)_protected,1
9cb4b0a6141294ff2c5c5ffe3acd8d78,1
3e0e95fda40845555434eff0ce10ef4b,1
9ba75eb497f28759d357352c5fe43f19,1
60a25256fdbe3d8ba18d7e317b523490,1
7Z2ZKfFl,1
991d6b527c36aaf6c27d9498eca4d0ba,1
954bebb2babd802778bc29f1e3c77657,1
0PcTrXAlD3jypOm6ldYXDSJa4eNj,1
4110e614c7e77030a3ecaa3736024867,1
979cd0f5a3ffc69af74d54a5e5fc3a92,1
50eeedaeee6b372925876f2b642d1199,1
7a9efaf141a90db4a697a895c3c5a75a,1
07ce59345ee13ed18436e6d3321c78be,1
02111b6cbb09d55e48e733f0b6def9b6,1
8d71458e999fc0aabd3ebc7cce311437,1
66e1a59d0550a83f8d8e60bb9fda9580,1
3982bee06d07ca58781b8f705eecae14,1
2035470ae0792729e9cfd495a272190e,1
36702d04,1
2b89fded1b8cf11c06f51b7d528d2d7b,1
3Uu81Kd,1
2Vm9473,1
1MU23Rx3,1
retrynav 2,1
retrynav 1,1
"4475023a3fb6f5afc93a53b38494d15d.exe.dll,DllMain",1
PID 3160,1
PID 4964,1
ping  127.0.0.1 -n 43,1
8cdd2bca66c0b1d8d9e6b97c635c9a5a,1
486d5c6c31eb9a95281fa0237afe79d2,1
2aQ3572,1
4VW880tA,1
5zJ6iy6,1
1ph15Mq1,1
3tf85wX,1
7cf7a0834fec4ff225f70a94e9d5c9f6,1
69ae2c637dd1ca16ba796e29bdcbef95,1
a0af1a1b91b78158ab108699fc0e057d.exe a0af1a1b91b78158ab108699fc0e057d.exe ENABLE,1
Fluxus Folder,1
855b5fc981e8507bcfa32cb3d15cf37d,1
c calc,1
1f2bcfca136d5d988d5c9ba431c515ae,1
wintime 1685222896,1
328979d3e163420a0888fac9acb6d3b7,1
Cheat.sfx.exe,1
c0a6dc1a97c4b1bfb618d02f036f00ec.1030.dll,1
5fW0Ax9,1
2lW7454,1
7234fa0d24bfaf57cac3f64b83390b47,1
taskhost.exe taskhost.exe ENABLE,1
3f56b732fd6f423e75964b68b5d94401,1
4ff564cccfdafa5b2ac18e7c6b7727c5,1
3dd74991,1
14864250ee16e1f725c1a95bb2b03429,1
3f2ac14ba6f3a2f20d180de7cdfcf6d6,1
13817a2a7286e994afc3d7d126a38ccb,1
01f6dd9a7c4a8a6c685d570f08303649,1
8957fd2f367ea44bc2f5b70c65087e80,1
6ec1870622f194422a39690d12c282db,1
9e63293189db8cf4e6c7321e5e46f85b,1
16d2ef4c48b9370fc095d047f4ae3d1b,1
552402435424c9da3410fb0f9c9d566e,1
654e6da9116b49d754720f41730c7ff2,1
0128f3f731bca90f580b09b535d91db3,1
61418c7dfce8da381e8363ab490588f9,1
469942efed867dc8519e5b9732d99ba1,1
5l6orQRdbvEFH,1
8f6b204033599c93d8b0e7a94a84cb12,1
089f416e7203fda68d587ef41450cf99,1
1ZM00Me6,1
6iW2MH4,1
4ml456li,1
6475b88bd07822e40060cc281f9483f5,1
082215dd38ef29d5009e52c711352bdc,1
2a5d6c6e7377c35e49d04f9885602d2f,1
8a672c1bf90107e1cda3b05b4a5e1735,1
2ed9d5ed038b2c46e6e0037dd1936557,1
5d8e7578daada26c628b05f3d0e27814,1
2b824c389b68a1130dbbb265075b1ae6,1
74e67637bc341dcd8e38d05b9bb155bf,1
026a9e9611340aae128d45c3f29093f1,1
029b67f5cf969a857a8b5b3e4ba7a9f8,1
60516589956b20244381e7d37d6b19af,1
8c110b68fbf6577dbc0b38db21d183f9,1
265772603d806b23f978c5348e0f8c23,1
fsutil  dirty query C:,1
2fabf2f33d133c9befa6c1475802df32,1
XWorm V5.0.exe,1
4fe2750cf79e71f941458ccbfbe9d916,1
PID 5400,1
PID 5248,1
PID 8032,1
PID 7308,1
PID 4192,1
PID 4224,1
PID 2024,1
PID 7432,1
PID 8072,1
PID 5300,1
PID 7864,1
PID 7568,1
PID 5604,1
PID 3132,1
PID 4560,1
PID 5144,1
PID 6872,1
PID 4608,1
PID 5132,1
PID 5420,1
PID 4168,1
PID 6812,1
GRUPO-5.exe GRUPO-5.exe ENABLE,1
GRUPO-5,1
2uOylpz3uNklVJZ9BtyFV,1
01461f26e2bacfacd9bfc6b24230656b,1
7490ea387e4278f4096ff42dfe860733,1
Windows Session Control,1
08d741bbbd704f8ac51e2865e85b9a0c,1
97b4cb4fb2bb522c6a507647278fb291,1
868d08318d3a1c029e1b5a497a218b57,1
75ef660913ff9c812df5273c2c3755f7,1
85d1ef1280e70bc20280ecaad12fa79f,1
677174b841ee7,1
c 677174b841ee7,1
powershell.exe  -nop -c iex ([io.file]::ReadAllText($env:0)),1
c echo(,1
3.exe 3.exe ENABLE,1
c67a11e546a6150c726b9b17b6f1ce05.exe c67a11e546a6150c726b9b17b6f1ce05.exe ENABLE,1
9a86ce53efb7ec581812c3909c4f4507,1
NVIDIA Share,1
3q07b,1
1o78s2,1
2N8566,1
i System Model,1
7vdhN5u9kDYixC23a0w5sHwE4,1
4f89ed21200a95e583ae4149aaf3028e,1
161d27c237545408d35a9502681b395b,1
250ec1ddfd7fe0d2743f0064d64cd587,1
5d1ecdb0308e83444b0d8201da14f03c,1
pid 2616,1
1c995f099694ac37a23e135721dd8a3a,1
"6314fcc76c297c731710af9c3ae22443.exe.dll,DllMain",1
152422ebf76902f26f7388a6c226c183,1
not rat,1
BootstrapperV1.23_ModdedByHisako.exe,1
2ee62478e370a60ac867b785343bb644,1
591ff0acc8600de755f5c78d4e54ff6a,1
612fa9912d635538db26bcae4702b555,1
2a1725eb8340ab96194844e6191e9fa5,1
183150b5117f0d4b28f0b0657abd5193,1
35abf1e3,1
27799ee430b03662727c3e21c430a5c5,1
$vch0st,1
2d3911ea5ca92bdae41aa03dbfa2a07d,1
"22e1c587328f359ea540aadc478f4ce6.exe.dll,DllMain",1
6695831033c4aa935d04a894c22f9ce0,1
4f7b087760e589350b24c35aca1689a5.exe 4f7b087760e589350b24c35aca1689a5.exe ENABLE,1
Adobe Acrobat,1
pid 2100,1
29b7e3caf307ef91d393fb214cfb6c8a,1
4b98acd9072b34036f8e85156630e43f,1
ouir.exe ouir.exe ENABLE,1
57b8d501075bc92070056b86857c621c,1
8d97932f4ea51537d746ab0cbdc4578a,1
"43ac8b04abbbd8ff729299963a52b256.exe.dll,DllMain",1
5e25d050ec366a61af752c0faf6b0b55,1
65d4a08ab565cfbdcd62acfec85da7f8,1
scvhost.exe scvhost.exe ENABLE,1
"f7a126e494780094f0f3ebf6e2bf6bad.exe.dll,DllMain",1
9ee0a19cfe2a283fb7e1fd73253d349b,1
315934bace1ebfdf23734a6b4b36ce1e,1
4e0cbdaa129f49cadd0749e2bf009f94,1
4ac93c42d4dd81afdd40054f3eba98f6,1
7d1e79c32c52a47cec549fbb328050f6,1
"timeout 4,5",1
3f93ff22a1f166fe557fb217eddb79a8,1
90b48ec56edb832eaa11a552b983800c,1
90B48E~1,1
059fefd07ddf3020b41b4fce414a286e,1
3z9UJ8p6m5c,1
"aff2b137511387c6c51fe71eb366d1e2.4234.dll,DllMain",1
42e12240a74849c414b206ed74c97927,1
0510f502a9b29414e7c817117d11739e,1
270743bab181f680bb5112632a407b2d,1
51d5eb306d694e4e8e9673b1814a7e7f,1
"072a55966ddc081f84c03d1cc9f3a620.exe.dll,DllMain",1
checker.exe checker.exe ENABLE,1
5313111668c0e8d41ab8b0c1649fda53,1
8c28c20634b32a75ec7270c15d9c7c51,1
68c42e73cedb9aead67cae649e4519ac,1
2f1f102389256938c7f8e111deb9fd0b,1
4ff822517e40ce1fa0cbd1ab0e097286,1
"7633b7aa5b54de19a561a7813cd796ae.log.dll,DllMain",1
"0fc5590e81be6c684006bbae48ebfd30.exe.dll,DllMain",1
12870046043638b27dfdf438c6bc99ed,1
1487d416da3da2eb5299fb1641216d47,1
031b7531206b78228ddac674ad348de3,1
84dd2380213a113fd14fa0958ee331c2,1
895d21a5453a386ea119ec3b51e6cadb,1
1G16k9,1
2y3847,1
3S32r,1
"4201c572c0603d5d894e28ca862fc3c3.exe.dll,DllMain",1
3d15dce636c9984acdd74ae6952ac2b4,1
146ce88774cb09b1a18af1b7e18fa52a,1
4d2cad54def806158f1e5fca2c7aebaf,1
270a35e12bbf810d5f6ea734d1029a03,1
FC29.tmp.exe,1
"b5cc25d1b8e78f2a1b9468587325a628.exe.dll,DllMain",1
15a08a7ebace18a8867c3a363c4c429b,1
6934ab8ee3aad38ba5e13271b5ea084d,1
0c055df09267228c91b50ac95aa16ace,1
1mdDbc9xY,1
"chrome32.exe, (Join-Path -Path $env:Temp -ChildPath chrome32.exe))",1
818c135786431f3dbffbb29d16d2aab6,1
4OzrLlLyqbZMtUHoq6YjmUYU8Ry410V5Dn5B7jLoJMeNxZBHmpfcG,1
9EuPX0mspP9djJwskdJg4WXrwLVbmbwalHiZv,1
1810c22a2b9244185258ad831918b96b,1
1d9fffe8ed807ef6fe8da4d1ce705186,1
timeout  45,1
c timeout 45,1
4a47f7d2e98d4d3b334c8412ace19316,1
"ae5f6b8cb7be570b851819d1b4f45cf0.exe.dll,DllMain",1
d8e4043f80dbfd1cfa38c758120ec23e.exe d8e4043f80dbfd1cfa38c758120ec23e.exe ENABLE,1
230de4ff3f829823dbb4b6178370d174,1
5f186037ec52189998158097d456be19,1
1f1aac30ab8124608da1f228f85de273,1
bustabit.exe bustabit.exe ENABLE,1
149a26e4227a17f9eb0d1ce7d4bc99e7,1
44e5d48589d7d4e73900befa284c1a79,1
1ccffc1b11dca2dea74dec3419fd4a3b,1
6f98615a4d1e3d3f3b81578b00be2a25,1
4203d6691ce791246374d9b8b548f564,1
26369f4e00bf440dc5599227edaa0455,1
002b324194b3ff5ef61b495c27dea228,1
I force,1
FI IMAGENAME eq force,1
8ffab4a0a99c8ad2381e83482d80f360,1
57647319ad168eb12fe1feb5ea3ff606,1
7cd0f876cda7be5ac7442822653e1556,1
3750eb72630aeb6d6908e624bbe3c883,1
c echo y,1
g Administrators:f,1
d network service,1
d mssql$sqlexpress,1
d mssqlserver,1
d system,1
g Administrators:r,1
g Users:r,1
g system:r,1
d SERVICE,1
Kill-Delete,1
"ccf0e2f50334a156f77993d20d98e931.exe.dll,DllMain",1
a9ed886f07156aca42a87e043c7f3d16.exe a9ed886f07156aca42a87e043c7f3d16.exe ENABLE,1
8246fd60abba6c5258292fe7245e1580,1
3604e19b4690d2d6e8056bd0f38d2a63,1
61663f26122529b9df2a8e45bc371056,1
c net stop MpsSvc,1
75f0b908cb2700637f9596476fe8f1b5.exe 75f0b908cb2700637f9596476fe8f1b5.exe ENABLE,1
net1  stop MpsSvc,1
75f0b908cb2700637f9596476fe8f1b5,1
net  stop MpsSvc,1
0f76de02cfd32a291779c0b427401d23,1
2438944effb69d5845d59013576a7e74,1
ntdll.dll.NtWriteFile,1
ntdll.dll.NtReadFile,1
tlauncher-resource-1.4.jar,1
System.Management.Automation.PowerShell::Create,1
System.Management.Automation.PowerShell::AddScript,1
System.Management.Automation.PowerShell::Invoke,1
45381e05532025fd95f82d9f9e30c91c,1
fi imagename eq svhost,1
i svhost,1
stext A,1
stext B,1
77c0484e27f57cfc4cad868e415792fd,1
24fcb03d26db508dba31db5f67f6a326,1
c copy Ata.iso Ata.iso.bat & Ata.iso.bat,1
Y Commissioner.iso *.*,1
V CEMENT Teaches,1
2c24d309be28bd4ee444530a3a0ac835,1
sasdas.exe sasdas.exe ENABLE,1
9e265cd61fa10eb09dafa2702d068bbd,1
2136156d7a9123c48535bd790695f24f,1
319ae225c3107788fa1d746d86842752,1
1fb1c927d8b72890f980c87a9939d06b,1
19982646e179b70d1739a2b232be99ac,1
3D66x,1
2w0935,1
1q80B9,1
afcc887259107c38deeb2b3e8f94cde8.exe afcc887259107c38deeb2b3e8f94cde8.exe ENABLE,1
3d38fc2b2731a205c5dd7f9625fa862e,1
8a35b0f38548016153856844cd00a2e0,1
gufjebli.pif nehcaf.jxh,1
f52cd984b28b8529c5a442355f97fe5c.exe f52cd984b28b8529c5a442355f97fe5c.exe ENABLE,1
8e5939def3d539f63853a511ed79e28f,1
UID=flabs2,1
2a162b5235e5c13a4c7a7cea2b85ec8c,1
424a82144e9cd087172a1417879e0939,1
27UwKR9yn,1
3d150c70aaa7b88e74c2fe549a6dbedf,1
01ade3bd33db87605227a9b72d2fa76c,1
7403f1b366e75e0fb7b16e841a8f4ec6,1
3b406a7de7cea45d0346431e5750f83f,1
f6294ac41f3ddea6872b28f51e27bc56-03-,1
8d85c40f678e404829b6aece32e16efa,1
tmpDF94.tmp.bat,1
0d2a1c94,1
System Infrastructure v8.2.7,1
4a9a84128df479e8c7246e603735c75b,1
8fc0022cb0c653d4162e2081c51911f2,1
4baab638bd7f117a59d9c81e8df1ecaf,1
2a344302,1
